CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
f928a1e1,7170,31.5,81,4140,186,13,20,340.5,196,1.0272,Highly Undersaturated,53600,Strong,0.26,0.73,810,0.351,NA,370,9.4,16.5,35.16,188.58,462,128.35,13,NA,0.312,NA,0.322,NA,1.855,5,6,11.8,36000,68800,0,47300,0,6,2,76935.63516580034
c8c0bb7c,11300,27.7,245,5640,252,25.5,1050,0.6,4880,1.41,Full Saturated,52800,Strong,0.18,0.5,330,0.264,250,700,29.6,NA,206.47,4.65,1055633,0,5113,0.29,0.23,0.78,0.342,NA,NA,NA,NA,19.4,86600,1700,200,0,800,6,1,NA
796ce4e4,7110,23,199,3660,187,19.4,180,15.6,1640,1.07,Near Saturation,87500,Medium,0.204,0.73,310,0.375,200,520,17.4,20.8,90.21,50.75,12173,0,135,0.45,NA,0.91,0.4841,NA,NA,4,NA,19.9,40000,NA,0,0,0,10,0,NA
f135f209,7190,13.6,340,4050,179,21,140,9.8,NA,1.06,Undersaturated,60200,Medium,0.193,0.79,270,0.31,170,580,15.6,NA,90.77,46.18,9771,0,108,0.4,NA,0.901,0.199,NA,1.428,5,NA,16.9,58000,19100,0,0,0,7,0,69348.12341179932
fdcd5e72,5400,21.5,299,3710,127,35.6,NA,1.1,2027,1.18,Undersaturated,79100,None,0.172,0.67,100,0.301,80,630,3.2,45.7,19.96,0,105569,1.3,5289,0.27,0.281,NA,0.3946,NA,NA,NA,2,6.5,56000,0,100,NA,NA,23,20,20808.58244010951
06d87ad8,5920,25.3,97,3390,158,24.8,130,6,730,1.049,Undersaturated,NA,Medium,0.212,0.57,260,0.292,190,270,15.7,NA,41.87,1.39,3836,0,NA,0.35,0.274,NA,0.212,NA,NA,NA,NA,55.2,23700,200,0,0,0,13,0,39254.9960896525
0f60d108,1920,19.2,286,1830,129,32.2,290,2.8,1676,1.075,Undersaturated,115700,Medium,0.111,0.78,170,0.425,NA,420,16,NA,66.91,3.18,83761,0,NA,NA,0.2523,0.708,0.38,NA,2.21,NA,3,18.2,46000,2000,0,0,0,49,0,NA
20a6c2a3,7440,12.9,412,3890,178,34.6,820,0.4,3556,1.4103,Undersaturated,82900,Weak,0.152,0.62,160,0.304,120,430,54.8,57.5,236.37,666.81,2002087,933.87,8470,0.61,0.2466,0.98,0.4176,NA,NA,5,NA,56.2,41000,48600,100,57600,NA,7,6,61036.61052228584
b3403b22,10650,21.5,176,5450,213,17.1,100,12,1086,1.06,Near Saturation,32400,Strong,0.264,0.81,740,0.255,620,720,41.4,NA,298.89,2029.25,23189,1980.79,78,NA,0.26,NA,0.3,NA,2.494,8,NA,54.4,64000,131100,0,115700,NA,6,2,73946.18903323717
bef63906,9830,15.7,297,4820,235,25.9,100,2.3,506,1.055,Highly Undersaturated,NA,Very Strong,0.277,0.81,1020,0.192,870,1180,49.5,55.8,583.37,1042.67,42203,0,72,NA,0.2295,NA,0.29,NA,3.247,22,NA,28.2,100000,235300,0,0,NA,5,0,100581.08449699008
becc8e90,3610,11.1,404,2510,120,37.4,190,2.1,649,1.0545,Highly Undersaturated,64100,Weak,0.228,0.64,190,0.277,150,640,29.9,NA,190.62,293.66,26775,494.98,140,0.49,0.2701,0.709,0.34,NA,NA,4,NA,18.7,47000,81700,0,NA,NA,12,7,35595.87472466519
ac23734e,8670,27.5,337,4730,168,40.2,1420,0.3,3970,1.54,Undersaturated,61600,Weak,0.222,0.79,140,0.238,130,1530,29.1,51.4,444.9,1.02,1825161,314.06,4102,NA,0.23,0.92,0.44,NA,NA,4,5,19.2,123000,700,300,NA,NA,14,14,34983.88446033059
90e293c9,2760,17.1,201,2270,121,19.8,100,57.5,777,1.03,Undersaturated,99800,Weak,0.145,0.81,150,0.4,80,350,18.3,NA,63.09,626.11,4874,691.45,77,NA,0.329,0.98,0.22,NA,1.56,2,NA,48.5,29000,39900,0,57500,0,11,7,39134.34798239032
5c1650f0,7840,20.6,363,3490,229,28.9,260,1.9,1522,1.11,Undersaturated,53600,Strong,0.172,0.81,580,0.288,320,1090,36.4,40.3,396.78,240.83,77281,0,195,0.51,NA,0.82,NA,NA,2.389,14,16,30.2,109000,39300,0,0,NA,6,0,NA
e4d14f9c,8740,37.5,138,4200,230,39,230,0.7,819,1.09,Highly Undersaturated,11800,Strong,0.236,0.68,520,0.171,470,1140,22.2,34.1,252.13,1.81,43130,0,171,0.33,NA,0.929,NA,NA,NA,5,NA,13.9,130000,700,NA,0,0,11,0,39889.11104862716
a17c2dd8,1380,25.7,159,1020,98,12.8,80,769,1018,1.0282,Near Saturation,124200,Weak,0.111,0.61,180,NA,70,210,4.4,NA,9.47,9.5,567,21.82,60,NA,0.34,NA,0.1525,NA,NA,1,NA,5.6,21000,36700,0,78200,0,27,NA,16988.362942653475
d332a2da,6880,22.6,284,3740,173,27.2,210,4.2,1232,1.0738,Undersaturated,70000,Medium,0.229,0.83,220,0.316,180,1000,15.5,17.7,153.99,2.12,24403,0,158,NA,0.2582,NA,0.365,NA,NA,NA,6,22.8,97000,500,NA,0,NA,10,NA,49576.1598722107
f53b5bfd,6380,12.7,214,3720,171,36.6,170,1.7,642,1.06,Highly Undersaturated,NA,Weak,0.242,0.51,190,0.222,170,360,14.7,41.4,52.41,1.62,6808,57.84,130,0.34,NA,NA,0.42,NA,2.54,2,3,9.2,27000,4000,0,46000,NA,12,6,34499.67402222828
a9fe860e,11190,37.5,253,5490,250,38.3,240,0.7,988,1.101,Undersaturated,7000,Very Strong,0.279,0.66,920,0.163,840,2020,41.9,46.6,847.53,700.21,152766,0,180,0.5,NA,0.8026,NA,NA,NA,13,NA,23.1,203100,153900,0,0,0,8,0,NA
b393d006,7630,6.4,283,3790,196,25.6,180,4.1,1076,1.07,Undersaturated,58700,Medium,0.236,0.58,400,0.298,310,220,37.2,36.8,80.71,181.88,10682,0,132,0.53,0.247,NA,0.486,NA,NA,6,NA,58.1,23000,35300,NA,0,0,5,0,85913.17326073302
1c66c7f4,6400,34.6,86,3800,145,19.7,120,32.8,1025,1.05,Near Saturation,83200,Medium,0.241,0.47,190,0.362,160,250,21.9,27.2,55.54,274.99,5061,328.51,NA,0.5,NA,0.8643,0.398,NA,2.09,1,NA,35.8,19000,NA,0,NA,0,18,NA,24191.024312973605
7c8a43e2,1060,29.3,179,820,104,24.6,110,NA,588,1.0335,Undersaturated,120500,Weak,0.109,0.66,190,0.442,80,250,22.3,25.1,55.28,474.82,4449,536.93,80,0.57,0.312,NA,0.37,NA,1.6,2,NA,32.6,28000,51700,0,86700,0,29,13,15775.963035589366
ee201ee9,3240,28.5,269,2140,117,44.1,460,0.9,1418,1.15,Undersaturated,69300,Weak,0.162,0.7,120,0.271,90,770,44.4,NA,342.12,767.64,119079,1167.55,348,0.6,0.2634,0.96,0.431,NA,NA,2,3,33.4,95000,103500,0,164100,NA,35,20,NA
07092cb9,1720,14.1,228,4640,110,32.6,1040,2.1,4212,1.0972,Near Saturation,123100,Weak,0.102,0.64,40,0.439,20,190,13.8,39.4,25.61,2.47,26556,46.92,1037,NA,0.3,0.6614,0.57,NA,NA,NA,NA,8.2,15000,5700,0,72000,0,51,59,8441.157423646655
c5d1fc25,10160,19,203,6680,210,35.9,1600,0.3,NA,1.69,Near Saturation,92000,Weak,0.194,0.51,130,0.318,NA,290,29.5,41,84.28,15.89,810103,93.41,9612,0.41,0.24,NA,0.507,NA,NA,1,1,23.2,23000,4800,100,29400,100,14,12,33031.60088531815
49f2ed65,1940,12.2,411,1630,122,13.2,90,349.3,1498,1.0342,Near Saturation,123800,Medium,0.114,0.74,160,0.449,NA,310,13.2,15.6,40.44,764.61,3615,802.6,89,0.52,NA,NA,0.501,NA,NA,5,6,33.1,24000,71300,NA,NA,NA,14,6,31882.182626163456
54e25faa,4990,15.5,392,2740,162,35.5,250,1.4,945,1.081,Undersaturated,55300,Medium,0.195,0.75,180,0.266,130,810,29.7,48,239.3,26.82,44347,281.98,NA,0.48,0.2544,NA,0.3,NA,NA,4,NA,10.5,83000,51900,NA,NA,0,15,8,31363.81494185538
7f11b7b3,2590,28.4,90,1690,115,39.3,310,1.4,1040,1.09,Undersaturated,80900,Weak,0.158,0.63,140,0.314,100,210,48.6,50,100.78,643.28,23265,756.12,231,0.65,0.27,NA,0.33,NA,NA,NA,1,56.8,18000,40200,0,60100,0,39,NA,12177.290564997104
26da7424,1680,21.1,418,2800,114,34.1,500,3,2553,1.081,Undersaturated,121900,Weak,0.108,0.66,70,0.437,NA,430,2.9,38.5,12.5,0,78697,2.77,6297,NA,0.287,0.92,0.339,NA,NA,2,2,6.6,52000,0,100,184500,NA,30,35,14007.567787357257
070b266c,8380,38.9,220,3720,209,19.5,290,5.2,2489,1.1195,Near Saturation,NA,Strong,0.182,0.6,490,0.371,350,720,16.2,23.9,116.37,76.38,25728,0,221,0.46,NA,0.936,0.37,NA,NA,7,NA,11.3,59000,42000,NA,NA,0,8,0,55731.33738433826
8c55d3eb,8800,31.6,98,4820,188,21.9,160,9,1222,1.0647,Near Saturation,54000,Medium,0.233,0.57,330,0.293,220,430,13.4,15,58.26,9.53,6765,0,116,0.36,0.2722,NA,0.33,NA,1.833,2,NA,57.1,41000,3100,0,0,NA,10,0,45480.37817150995
34e4680b,6860,13.6,303,4340,151,31.4,400,2.2,1790,1.122,Undersaturated,80400,Weak,0.23,0.75,140,0.315,130,650,25.4,39.1,165.97,148.78,49679,329.09,299,0.49,0.272,0.8081,0.5069,NA,NA,3,NA,14.1,69200,66900,0,NA,0,13,7,35912.478481652666
a0af716c,1350,31.5,254,920,120,28.4,40,12.9,163,1.022,Highly Undersaturated,83100,Medium,0.153,0.56,290,0.372,130,570,11.1,10.9,63.02,7.39,5799,0,92,0.38,NA,0.84,0.4123,NA,NA,3,4,48.2,43000,1700,0,0,0,39,0,NA
3c8f9f6f,3540,11.3,192,2190,135,26,160,6.4,826,1.0505,Undersaturated,85800,Weak,0.181,0.6,140,0.355,90,170,39.7,45.7,69.28,342.48,8239,415.65,119,NA,NA,0.7842,0.313,NA,NA,NA,NA,51.2,20700,22900,0,30200,NA,10,6,43626.04605699715
4a5041a7,9800,29.6,126,5130,195,20.1,20,13.4,121,1.0341,Highly Undersaturated,7800,NA,0.296,0.69,1350,0.183,1250,840,29,29.4,242.75,681.76,4315,0,18,NA,NA,0.737,0.2635,NA,NA,11,12,37.2,93000,153200,0,0,0,6,0,79909.38768699998
88c567f1,4380,22,231,1800,182,20.3,140,6.3,937,1.062,Undersaturated,74400,NA,0.137,0.71,580,0.355,270,400,31.1,32.7,123.08,84.44,20656,0,168,NA,NA,NA,0.39,NA,NA,8,NA,48.2,38000,12100,0,NA,0,8,0,NA
fdcf54a7,2970,10,126,1750,153,17.1,130,20.4,1585,1.061,Near Saturation,112900,Strong,0.108,0.53,470,0.433,160,50,26.4,28.5,12.94,104.88,1652,116.29,128,NA,0.2721,NA,0.285,NA,NA,2,4,25.5,4000,15500,NA,15100,0,6,2,NA
65e11350,7670,3.6,271,4070,184,18.3,110,17.6,971,1.052,Undersaturated,NA,Medium,0.221,0.8,370,0.322,NA,150,24.1,26.9,34.92,189.06,2843,0,81,0.48,NA,NA,0.41,NA,NA,NA,11,18.2,15000,59200,0,0,0,5,0,NA
6b52f8cb,2030,23.7,120,2360,114,43,580,NA,2141,1.16,Undersaturated,98600,NA,0.129,0.56,60,0.33,40,190,40.4,47,78.37,129.46,45397,230.43,579,0.6,0.26,0.903,0.5419,NA,NA,NA,0,21.6,19000,33000,0,47800,NA,60,NA,NA
ba656219,3090,14.4,320,2640,117,22.5,200,13.4,1195,1.0563,Undersaturated,103500,Weak,0.152,0.61,100,0.394,50,380,21.4,29.9,82.09,314.45,12317,402.24,150,NA,NA,NA,0.3595,NA,NA,NA,2,23.6,32000,54700,0,93500,0,18,13,26501.082934680744
e2ac1ccb,11880,22.3,66,5950,251,18.2,330,3.4,2818,1.14,Full Saturated,19100,NA,0.258,0.44,830,0.205,790,190,27,30,52.37,12.33,198519,0,NA,0.31,0.236,NA,0.3994,NA,NA,2,NA,55.7,16000,3800,0,NA,200,6,NA,77238.26112481474
fc1c0813,8320,13.7,134,4680,191,19.9,90,15.9,742,1.045,Undersaturated,44400,Medium,0.249,0.77,360,0.277,290,360,17,19.5,60.31,51.81,4094,0,68,0.38,0.2783,0.7015,0.352,NA,NA,NA,4,20.8,35000,22600,NA,0,0,7,0,68189.77597074867
4857155d,2910,31.2,217,1420,148,38.2,180,1.6,605,1.06,Highly Undersaturated,63000,Medium,0.192,0.7,230,0.288,200,810,5.9,NA,47.83,0.12,6277,0,131,0.32,NA,NA,0.268,NA,NA,3,4,5.8,85000,100,0,0,0,38,0,NA
03a0c030,6940,13.2,77,4390,151,38.8,1120,0.5,3649,1.4,Near Saturation,90700,Weak,0.174,0.49,80,0.321,60,80,27.9,37.6,21.39,22.35,17976,51.54,840,NA,0.2695,0.871,0.52,NA,NA,NA,0,15.9,NA,8400,0,11300,0,17,10,27207.843785639852
c88ea2b3,4930,18.6,394,3090,142,34.6,240,2.1,935,1.07,Undersaturated,66400,Weak,0.222,0.4,100,0.287,90,750,39.3,45,296.28,1088.4,53138,1408.07,179,0.57,NA,0.79,0.3586,NA,2.09,1,NA,58.6,54000,68300,0,NA,0,26,14,16170.625857214774
fa615b44,3030,15.2,403,2050,121,20.1,30,50.5,175,1.02,Highly Undersaturated,51800,Medium,0.21,0.71,320,0.312,210,800,12.7,17.1,100.8,3.14,2148,0,21,0.38,NA,0.836,0.15,NA,3.061,9,NA,20.4,NA,1100,0,NA,0,10,0,47295.17802703951
eec9425b,3340,30.9,106,1860,138,37.4,160,1.7,527,1.0522,Highly Undersaturated,55400,Medium,0.205,0.39,200,0.267,140,230,12.1,13.4,28.08,0.01,4392,0,156,0.29,0.2532,0.6572,NA,NA,2.86,1,NA,40.8,18500,NA,0,0,0,26,0,17223.886202769623
eb58a401,6780,18.5,207,2900,193,44.4,NA,NA,2859,1.3638,Undersaturated,51300,Strong,0.153,0.62,230,0.237,170,390,18.4,40,71.84,0,283625,0,3948,0.21,0.22,0.66,0.366,NA,2.798,2,NA,13.9,33000,0,100,0,8000,10,3,49321.29226770485
6e2848f6,2430,15.7,142,1220,140,41,310,1.2,1080,1.1,Undersaturated,81800,Medium,0.141,0.46,160,0.327,100,120,15.7,NA,19.22,0.02,18994,0,NA,0.36,NA,0.7667,0.3212,NA,NA,1,NA,43.1,8200,0,0,0,0,27,0,NA
eff3425d,10320,14.6,95,5510,217,31.9,110,1.6,502,1.056,Highly Undersaturated,8600,Medium,0.284,0.55,470,0.168,400,250,28,32.6,69.92,21.59,5887,0,84,0.38,0.25,0.81,0.4839,NA,NA,1,NA,22.3,30000,5400,NA,0,0,17,0,NA
1dc13519,4200,21.2,39,3320,142,41.2,750,0.6,3020,1.33,Undersaturated,100300,None,0.129,0.56,60,0.345,40,60,31,48,17.45,4.07,13167,27.79,755,0.55,NA,0.79,0.189,NA,NA,0,NA,12.6,5300,3700,NA,7700,0,44,17,10995.52872756467
e07aa9c0,3090,36.1,216,1980,119,28,310,4.3,1517,1.09,Undersaturated,105400,Weak,0.142,0.47,170,0.396,90,400,36.9,44.5,146.65,313.2,33620,477.75,229,NA,NA,NA,0.2438,NA,NA,1,NA,22.9,44000,63900,0,NA,0,63,16,7224.384271977968
20d183ff,11070,17.9,200,5640,216,27.4,210,1.6,1141,1.089,Undersaturated,17300,Strong,0.284,0.56,530,0.188,430,660,31,35.6,206.03,166.86,32891,0,160,0.42,NA,NA,0.364,NA,NA,NA,NA,19.1,75000,46900,NA,0,0,6,0,85723.78342974989
6d2fab9c,11260,19,373,5850,235,16.9,370,5.5,3390,1.143,Full Saturated,62100,Medium,0.234,0.38,230,0.305,NA,690,22.4,29,154.83,634.58,42972,770,278,NA,0.2767,0.77,0.34,5.18,1.42,3,NA,31.8,73800,71900,0,NA,0,11,NA,42192.52135786281
b1302e84,4010,10.4,44,1940,167,24.8,200,NA,1238,1.07,Undersaturated,90100,Medium,0.145,0.67,260,0.375,NA,40,16.6,23.3,6.49,0.6,960,0,148,0.46,0.27,0.7632,0.23,NA,NA,1,NA,8.7,4000,500,0,0,0,9,NA,47553.376013960224
0cf8ca5c,4180,18.8,76,2270,147,19.5,80,NA,579,1.035,Undersaturated,NA,Medium,0.199,0.72,350,0.36,220,190,15.3,16.3,28.36,7.99,1595,0,56,NA,NA,0.862,0.35,2.63,NA,2,2,54.8,NA,2000,0,0,0,10,0,41725.623584501445
c2dabc6e,2080,16.5,139,1510,118,33.3,280,NA,1392,1.12,Undersaturated,102600,NA,0.109,0.54,130,0.379,NA,130,32.5,NA,43.61,115.57,12268,166.19,NA,0.58,NA,0.944,0.433,NA,1.85,1,NA,21.4,15000,24500,NA,37400,0,NA,13,21419.44882439071
ecf4a137,3440,33.6,120,5040,120,43.3,1500,0.5,4560,1.3577,Undersaturated,108400,NA,0.138,0.52,20,NA,NA,230,54.8,61.3,123.32,272.33,1331452,459.46,10797,NA,NA,0.86,0.188,NA,NA,0,0,51.2,18000,29700,100,53200,100,144,164,3459.591333980643
e50019fd,2920,5,280,5110,129,25.7,740,6.6,4660,1.1,Full Saturated,123000,None,0.103,0.57,60,0.442,30,60,32.5,33.8,20.35,228.53,15016,253.85,NA,0.62,NA,0.83,0.44,NA,1.6,1,1,59.9,NA,22900,0,NA,NA,10,8,44038.549666766776
48be49ef,8890,16.4,178,4190,195,11.8,50,40.7,724,1.04,Undersaturated,69500,Very Strong,0.221,0.69,1470,0.381,840,430,22.7,29.4,97.31,649.27,3650,305.35,38,0.52,NA,0.854,0.26,NA,2.63,NA,NA,18.1,33000,164400,0,67400,NA,NA,1,91830.08194128983
14e46c22,7100,18.8,207,3250,186,40.9,700,0.4,2970,1.3489,Undersaturated,69600,Medium,0.16,0.52,130,0.272,90,310,36,58.6,111.26,5.49,590056,122.84,NA,0.46,0.23,NA,0.25,NA,2.186,1,NA,28.4,24600,3500,100,45800,14100,21,16,23423.176864588666
b7e9d7ab,3130,19.2,314,1910,133,24.5,370,3.5,1862,1.1166,Near Saturation,107700,Weak,0.129,0.47,170,0.402,100,320,36.4,NA,116.46,608.04,32056,740.83,275,NA,0.29,0.97,0.28,NA,NA,2,NA,43.1,23000,55000,0,NA,0,17,NA,24927.75571400416
539fbb6d,9250,11.9,30,5130,208,32.9,980,0.7,NA,1.36,Near Saturation,78800,Weak,0.171,0.6,160,0.309,120,30,47.5,53,14.21,52.13,10456,69.96,736,0.63,0.2646,0.776,0.36,NA,NA,0,0,55.1,3000,3500,0,3700,0,6,3,76105.79256913334
f27e0279,8440,17.2,137,6040,209,23.1,910,1.1,5473,1.311,Full Saturated,111000,Medium,0.143,0.74,100,0.403,70,180,10.4,40.2,19.24,0.03,17732,12.63,922,0.42,0.251,0.91,0.254,NA,NA,1,NA,7.5,14000,0,0,17900,0,10,7,42842.76837475947
c0dde894,4620,18.9,160,3000,121,22.8,40,23.7,175,1.0251,Highly Undersaturated,39300,Medium,0.247,0.43,340,0.27,250,340,10.7,18.1,36.06,1.19,1001,0,28,0.34,0.2945,NA,0.3327,NA,NA,2,3,10.2,38000,800,NA,0,0,NA,0,31956.282272940734
f6ef53b3,11190,9,158,5710,222,20.6,90,5.1,673,1.0567,Undersaturated,11100,Strong,0.284,0.73,950,0.186,830,340,46.7,46.1,159.3,651.8,10755,0,68,0.55,NA,0.938,NA,NA,NA,8,12,47.2,26000,123200,0,0,NA,5,0,NA
5433be5b,3140,22.8,86,1890,143,41.3,320,1,NA,1.101,Highly Undersaturated,57100,Weak,0.158,0.58,100,0.254,80,200,44,48.2,86.58,317.75,21045,415.41,243,0.58,NA,NA,0.536,NA,NA,1,1,50.8,20000,23100,0,34400,NA,28,21,NA
ee22143c,9720,14.6,314,9710,217,43.3,3870,0.2,8815,1.797,Near Saturation,48600,Weak,0.129,0.68,140,NA,NA,400,41.3,50.6,165.4,48.89,7994494,217.85,48333,NA,0.211,NA,NA,NA,NA,2,NA,47.8,40000,6800,500,53000,NA,7,7,NA
1bbc664e,1880,18.5,349,1390,100,38.4,360,1.9,1296,1.109,Undersaturated,108700,Weak,0.145,0.73,90,0.391,60,680,0.4,0.4,2.91,0,1731,2.71,595,0.31,0.2895,NA,0.337,NA,NA,1,2,48.4,50000,0,NA,NA,NA,69,58,NA
de195215,4560,8.2,220,3500,164,45,860,0.4,3160,NA,Undersaturated,70600,Medium,0.136,0.48,190,0.259,140,110,36.1,54.9,39.1,4.39,207173,53.69,5298,0.47,NA,NA,0.36,NA,NA,2,2,20.5,11000,3700,0,24000,NA,9,7,52884.81518964982
68be4dc6,1140,36.4,343,840,104,39.7,120,2.6,390,1.0367,Highly Undersaturated,99000,Weak,0.133,0.46,110,0.379,60,580,42.1,42.9,243.65,2372.42,22476,2636.29,NA,NA,NA,0.92,0.5599,NA,1.96,NA,NA,51.2,58000,160600,NA,NA,NA,155,62,3237.0445348638214
9a676ce5,1110,28.6,112,1370,NA,28.7,200,6.3,1245,1.0606,Undersaturated,NA,Weak,0.104,0.83,20,0.442,NA,180,23.2,33.1,42.53,71.06,8556,119.99,201,0.57,0.341,0.869,0.3454,NA,NA,0,0,10.9,22000,40100,0,83900,0,144,205,2890.978688652831
243676b9,9570,5.2,294,4650,242,14.9,20,22.1,189,1.038,Highly Undersaturated,10400,Very Strong,0.271,0.68,2670,0.21,2200,300,32.8,32.2,99.29,1788.24,1501,1313.41,15,NA,0.2605,NA,0.234,NA,NA,NA,NA,54.7,27000,260400,0,192400,0,4,1,127738.05235292675
973a38a6,2710,17,236,2510,108,26.3,NA,20.2,749,1.0376,Undersaturated,102100,None,0.2,0.66,80,0.39,70,420,15,27.3,62.33,70.28,5991,135.79,96,0.48,0.3221,0.7183,0.53,NA,NA,NA,NA,11.4,37000,42500,0,85300,NA,25,16,NA
d6ed5d4f,4720,NA,238,2200,171,18.1,30,33.1,181,1.029,Highly Undersaturated,NA,Very Strong,0.224,0.87,1150,0.29,750,680,28.3,29.9,191.58,672.78,3642,0,19,0.47,NA,NA,0.51,3.67,NA,NA,NA,56.2,74000,109800,0,0,NA,6,0,NA
29539fb9,8520,18.6,86,4920,195,14.5,120,49.6,1424,1.054,Near Saturation,NA,Medium,0.209,0.69,250,0.362,180,210,20.2,26.8,41.77,285.67,3819,317.25,91,0.49,0.3,0.94,0.268,4.38,1.995,2,2,33,NA,28800,0,29800,NA,8,4,NA
4a83aa83,2980,33.1,47,3900,123,42.3,1100,0.6,3536,1.29,Undersaturated,66300,None,0.181,0.56,40,0.212,NA,170,55.4,54.3,95.97,487.64,1050559,615.56,10947,0.59,0.24,0.99,0.397,NA,2.34,0,NA,57.4,17000,34200,100,36000,NA,204,186,2376.056739813066
898826ab,6390,20.3,141,3220,179,38.1,300,NA,NA,1.1,Undersaturated,39400,Medium,0.21,0.79,260,0.226,200,620,14.8,18.3,90.93,0.19,19972,0,220,0.29,0.24,NA,0.3157,NA,NA,NA,3,21.9,69000,0,NA,0,0,22,0,19301.885213891033
46dc4385,8890,8.8,77,4260,NA,30.2,430,0.9,1983,1.161,Undersaturated,NA,Strong,0.201,0.67,330,0.258,260,80,49,51.2,38.46,34.55,12648,0,329,0.57,NA,0.96,0.2277,NA,NA,NA,3,32.4,8000,6200,0,0,0,6,0,NA
6a524f5b,1970,19.5,223,1940,103,21.5,NA,15.1,1629,1.0712,Near Saturation,119500,Weak,0.137,0.85,50,0.433,30,400,18.5,35.3,73.9,61.74,14442,145.91,195,0.54,NA,0.7496,0.252,NA,2.326,1,1,11.2,32000,54800,0,112300,NA,71,38,6853.927319463257
714b009a,3470,15,310,1930,129,28.3,160,5.1,829,1.0552,Undersaturated,80800,Medium,0.151,0.46,210,0.35,110,290,15.9,17.1,46.02,0.31,11840,0,257,NA,0.281,0.76,0.21,NA,2.813,3,NA,28.4,16800,0,0,0,NA,10,NA,47593.337006520596
b1476fd8,9330,7.8,243,4600,212,33.2,NA,0.5,2821,1.28,Undersaturated,49300,Medium,0.19,0.68,210,0.243,190,240,38.2,39.3,91.59,29.98,82763,0,904,0.51,NA,NA,0.29,NA,NA,3,NA,19.7,29000,9000,0,0,0,7,0,60274.13626686654
e17a1e50,7970,41.9,283,3390,215,28.4,40,2.9,NA,1.0363,Highly Undersaturated,9700,Very Strong,0.288,0.56,2250,0.186,1910,2010,34.5,38.4,692.8,905.55,18229,0,26,0.46,NA,NA,0.3,NA,NA,19,NA,24.2,233100,186700,NA,0,0,8,0,51710.00265883849
70985c2e,9620,10,150,4990,201,13.4,80,48,1011,1.047,Near Saturation,66000,Strong,0.267,0.67,660,0.35,550,240,23.7,34.9,56.18,401.78,3203,186.41,57,0.5,0.27,0.79,0.358,NA,NA,NA,NA,21.3,26000,88700,0,36100,0,4,1,109312.77896032843
6eb7b0c8,4250,11.5,148,2440,140,24.8,130,14,842,1.044,Undersaturated,93700,Weak,0.24,0.82,180,0.377,150,230,16.8,19.4,38.25,2.56,3828,0,NA,0.46,NA,0.797,0.357,3.37,NA,NA,NA,36.2,19000,500,0,0,NA,14,0,34809.68544375584
22a2795c,11070,24.9,444,5600,202,28.1,450,1,2285,1.1699,Near Saturation,28700,Medium,0.237,0.63,390,0.211,310,1490,4.9,39.9,72.18,0.01,24361,0,337,0.25,NA,NA,0.473,NA,3.05,9,NA,5.4,NA,100,0,0,NA,8,0,57826.33832203646
739fbf44,4720,9.1,158,2510,156,27.1,160,NA,927,1.0565,Undersaturated,79000,Medium,0.192,0.76,240,0.345,NA,180,20.7,20.9,37.29,17.88,5086,0,136,NA,0.27,0.785,0.4968,NA,NA,2,NA,52.5,15000,4100,0,0,0,9,0,53085.38453086512
5abae256,3650,14.8,207,1850,159,17.4,NA,51.6,403,1.032,Undersaturated,67400,Strong,0.146,0.83,560,0.361,NA,350,16.9,NA,58.95,260.99,2051,281.56,NA,0.47,NA,NA,0.308,4.6,NA,8,10,20.2,32000,49500,0,51300,NA,6,2,84732.16187055514
99608f8f,10160,NA,36,4520,228,34.1,310,0.8,1321,1.12,Undersaturated,21300,Very Strong,0.25,0.73,970,0.197,850,200,43.5,49.5,85.07,134.48,19509,0,229,0.53,NA,0.98,0.35,NA,NA,2,3,46.3,21000,15900,0,0,0,6,0,85648.44649680017
edf61c72,2550,22.7,194,1730,110,28.1,40,13.9,161,1.0233,Highly Undersaturated,60000,Medium,0.218,0.6,250,0.313,NA,470,28,32.5,132.84,1044.22,4431,1182.04,33,NA,0.295,NA,0.3815,NA,NA,2,NA,49.7,55000,67700,0,91100,0,NA,9,19056.519272010337
3a866261,3730,26.2,323,1350,164,27.5,130,4.7,810,1.06,Undersaturated,NA,Very Strong,0.141,0.44,740,NA,NA,420,35.1,36,149.15,86.26,23264,0,NA,0.54,NA,0.9228,0.474,2.48,NA,9,15,31.2,46000,13100,0,0,NA,9,0,NA
6bf5bdb6,5330,20.4,216,3390,145,24.5,220,8.6,1384,1.07,Near Saturation,NA,Weak,0.177,0.69,120,0.361,80,410,33.8,38.3,140.07,478.99,22905,628.19,164,NA,NA,0.84,0.45,NA,2.53,1,NA,34.9,34000,52700,0,66800,NA,28,10,NA
